Annee,Mois,Valeur,Date parution au JO
2020,8,108.9,20/11/2020
2020,7,108.9,16/10/2020
2020,6,108.8,16/09/2020
2020,5,109.5,23/08/2020
2020,4,109.4,17/07/2020
2020,3,110.2,19/06/2020
2020,2,111.1,16/05/2020
2020,1,111.3,14/05/2020
2019,12,111.0,21/03/2020
2019,11,110.9,15/02/2020
2019,10,111.0,17/01/2020
2019,9,111.0,20/12/2019
2019,8,110.6,16/11/2019
2019,7,110.6,19/10/2019
2019,6,110.4,21/09/2019
2019,5,110.7,23/08/2019
2019,4,110.7,19/07/2019
2019,3,110.5,22/06/2019
2019,2,110.0,16/05/2019
2019,1,109.6,18/04/2019
2018,12,108.9,23/03/2019
2018,11,109.4,19/02/2019
2018,10,109.9,19/01/2019
2018,9,109.6,21/12/2018
2018,8,109.3,15/11/2018
2018,7,109.1,12/10/2018
2018,6,108.9,15/09/2018
2018,5,109.1,17/08/2018
2018,4,108.5,17/07/2018
2018,3,108.1,27/06/2018
2018,2,107.6,16/05/2018
2018,1,107.7,03/05/2018
2017,12,106.5,22/03/2018
2017,11,106.6,21/02/2018
2017,10,106.3,17/01/2018
2017,9,106.2,22/12/2017
2017,8,106.0,15/11/2017
2017,7,105.7,13/10/2017
2017,6,105.5,16/09/2017
2017,5,105.9,11/08/2017
2017,4,105.9,16/07/2017
2017,3,106.0,05/07/2017
2017,2,106.0,14/05/2017
2017,1,105.8,15/04/2017
2016,12,105.2,21/03/2017
2016,11,104.9,15/02/2017
2016,10,104.9,14/01/2017
2016,9,104.5,21/12/2016
2016,8,104.3,17/11/2016
2016,7,104.4,13/10/2016
2016,6,104.4,21/09/2016
2016,5,104.2,13/08/2016
2016,4,103.7,14/07/2016
2016,3,103.6,22/06/2016
2016,2,103.3,15/05/2016
2016,1,103.3,14/04/2016
2015,12,103.2,24/03/2016
2015,11,104.2,14/02/2016
2015,10,104.0,16/01/2016
2015,9,104.2,23/12/2015
2015,8,104.4,21/11/2015
2015,7,104.9,16/10/2015
2015,6,105.3,20/09/2015
2015,5,105.6,18/08/2015
2015,4,105.0,26/07/2015
2015,3,104.9,20/06/2015
2015,2,104.9,17/05/2015
2015,1,104.2,18/04/2015
2014,12,104.2,15/03/2015
2014,11,105.4,15/02/2015
2014,10,105.8,16/01/2015
