Annee,Mois,Valeur,Date parution au JO
2020,8,114.1,20/11/2020
2020,7,114.2,16/10/2020
2020,6,114.0,16/09/2020
2020,5,113.9,23/08/2020
2020,4,114.3,17/07/2020
2020,3,114.7,19/06/2020
2020,2,114.9,16/05/2020
2020,1,114.8,14/05/2020
2019,12,114.7,21/03/2020
2019,11,114.6,15/02/2020
2019,10,114.7,17/01/2020
2019,9,114.7,20/12/2019
2019,8,114.5,16/11/2019
2019,7,114.4,19/10/2019
2019,6,114.4,21/09/2019
2019,5,114.3,23/08/2019
2019,4,114.0,19/07/2019
2019,3,113.4,22/06/2019
2019,2,112.7,16/05/2019
2019,1,112.8,18/04/2019
2018,12,112.4,23/03/2019
2018,11,112.4,19/02/2019
2018,10,112.4,19/01/2019
2018,9,112.2,21/12/2018
2018,8,112.0,15/11/2018
2018,7,111.8,12/10/2018
2018,6,111.8,15/09/2018
2018,5,111.2,17/08/2018
2018,4,111.2,17/07/2018
2018,3,110.8,27/06/2018
2018,2,110.5,16/05/2018
2018,1,110.4,03/05/2018
2017,12,109.8,22/03/2018
2017,11,109.6,21/02/2018
2017,10,109.5,17/01/2018
2017,9,109.3,22/12/2017
2017,8,109.1,15/11/2017
2017,7,109.0,13/10/2017
2017,6,109.0,16/09/2017
2017,5,108.9,11/08/2017
2017,4,109.0,16/07/2017
2017,3,109.0,05/07/2017
2017,2,108.9,14/05/2017
2017,1,108.7,15/04/2017
2016,12,108.2,21/03/2017
2016,11,108.2,15/02/2017
2016,10,108.2,14/01/2017
2016,9,107.7,21/12/2016
2016,8,107.4,17/11/2016
2016,7,107.4,13/10/2016
2016,6,107.8,21/09/2016
2016,5,107.2,13/08/2016
2016,4,107.1,14/07/2016
2016,3,106.8,22/06/2016
2016,2,106.6,15/05/2016
2016,1,106.5,14/04/2016
2015,12,106.5,24/03/2016
2015,11,106.6,14/02/2016
2015,10,106.7,16/01/2016
2015,9,106.6,23/12/2015
2015,8,106.8,21/11/2015
2015,7,106.8,16/10/2015
2015,6,106.9,20/09/2015
2015,5,107.0,18/08/2015
2015,4,107.1,26/07/2015
2015,3,107.0,20/06/2015
2015,2,106.7,17/05/2015
2015,1,106.6,18/04/2015
2014,12,106.6,15/03/2015
2014,11,106.8,15/02/2015
2014,10,107.2,16/01/2015
