Annee,Mois,Valeur,Date parution au JO
2020,8,116.7,20/11/2020
2020,7,116.5,16/10/2020
2020,6,116.2,16/09/2020
2020,5,116.0,23/08/2020
2020,4,116.1,17/07/2020
2020,3,116.2,19/06/2020
2020,2,116.7,16/05/2020
2020,1,116.9,14/05/2020
2019,12,116.6,21/03/2020
2019,11,116.2,15/02/2020
2019,10,116.0,17/01/2020
2019,9,116.2,20/12/2019
2019,8,115.8,16/11/2019
2019,7,115.6,19/10/2019
2019,6,115.5,21/09/2019
2019,5,115.5,23/08/2019
2019,4,115.2,19/07/2019
2019,3,114.5,22/06/2019
2019,2,114.2,16/05/2019
2019,1,113.9,18/04/2019
2018,12,114.1,23/03/2019
2018,11,114.2,19/02/2019
2018,10,114.2,19/01/2019
2018,9,113.8,21/12/2018
2018,8,113.2,15/11/2018
2018,7,112.9,12/10/2018
2018,6,112.9,15/09/2018
2018,5,112.6,17/08/2018
2018,4,112.2,17/07/2018
2018,3,111.9,27/06/2018
2018,2,111.7,16/05/2018
2018,1,111.6,03/05/2018
2017,12,110.8,22/03/2018
2017,11,110.7,21/02/2018
2017,10,110.4,17/01/2018
2017,9,110.2,22/12/2017
2017,8,109.8,15/11/2017
2017,7,109.5,13/10/2017
2017,6,109.5,16/09/2017
2017,5,109.5,11/08/2017
2017,4,109.6,16/07/2017
2017,3,109.9,05/07/2017
2017,2,109.9,14/05/2017
2017,1,109.8,15/04/2017
2016,12,108.9,21/03/2017
2016,11,108.6,15/02/2017
2016,10,108.4,14/01/2017
2016,9,108.3,21/12/2016
2016,8,108.1,17/11/2016
2016,7,108.2,13/10/2016
2016,6,108.1,21/09/2016
2016,5,107.6,13/08/2016
2016,4,107.2,14/07/2016
2016,3,107.1,22/06/2016
2016,2,106.9,15/05/2016
2016,1,106.9,14/04/2016
2015,12,107.0,24/03/2016
2015,11,107.1,14/02/2016
2015,10,107.1,14/02/2016
2015,9,106.9,23/12/2015
2015,8,107.1,21/11/2015
2015,7,107.3,16/10/2015
2015,6,107.5,20/09/2015
2015,5,107.5,18/08/2015
2015,4,107.4,26/07/2015
2015,3,107.3,20/06/2015
2015,2,107.1,17/05/2015
2015,1,106.8,18/04/2015
2014,12,107.2,15/03/2015
2014,11,107.4,15/02/2015
2014,10,107.7,16/01/2015
