Annee,Mois,Valeur,Date parution au JO
2020,8,113.5,20/11/2020
2020,7,113.5,16/10/2020
2020,6,113.4,16/09/2020
2020,5,113.4,23/08/2020
2020,4,113.1,17/07/2020
2020,3,113.5,19/06/2020
2020,2,113.7,16/05/2020
2020,1,113.9,14/05/2020
2019,12,113.4,21/03/2020
2019,11,112.9,15/02/2020
2019,10,112.7,17/01/2020
2019,9,112.5,20/12/2019
2019,8,112.7,16/11/2019
2019,7,112.8,19/10/2019
2019,6,112.5,21/09/2019
2019,5,112.5,23/08/2019
2019,4,112.4,19/07/2019
2019,3,111.6,22/06/2019
2019,2,111.3,16/05/2019
2019,1,111.1,18/04/2019
2018,12,111.2,23/03/2019
2018,11,111.0,19/02/2019
2018,10,110.5,19/01/2019
2018,9,110.2,21/12/2018
2018,8,110.6,15/11/2018
2018,7,110.4,12/10/2018
2018,6,109.4,15/09/2018
2018,5,109.6,17/08/2018
2018,4,108.9,17/07/2018
2018,3,108.9,27/06/2018
2018,2,108.7,16/05/2018
2018,1,108.3,03/05/2018
2017,12,107.9,22/03/2018
2017,11,107.6,21/02/2018
2017,10,107.5,17/01/2018
2017,9,107.0,22/12/2017
2017,8,107.1,15/11/2017
2017,7,107.1,13/10/2017
2017,6,106.7,16/09/2017
2017,5,106.7,11/08/2017
2017,4,106.8,16/07/2017
2017,3,106.8,05/07/2017
2017,2,106.6,14/05/2017
2017,1,106.7,15/04/2017
2016,12,106.2,21/03/2017
2016,11,105.6,15/02/2017
2016,10,105.5,14/01/2017
2016,9,105.3,21/12/2016
2016,8,105.2,17/11/2016
2016,7,105.4,13/10/2016
2016,6,105.4,21/09/2016
2016,5,105.0,13/08/2016
2016,4,104.6,14/07/2016
2016,3,104.3,22/06/2016
2016,2,104.1,15/05/2016
2016,1,104.2,14/04/2016
2015,12,104.2,24/03/2016
2015,11,104.1,14/02/2016
2015,10,104.0,16/01/2016
2015,9,104.1,23/12/2015
2015,8,104.2,21/11/2015
2015,7,104.5,16/10/2015
2015,6,104.6,20/09/2015
2015,5,104.7,18/08/2015
2015,4,104.8,26/07/2015
2015,3,104.5,20/06/2015
2015,2,104.5,17/05/2015
2015,1,104.7,18/04/2015
2014,12,104.6,15/03/2015
2014,11,104.7,15/02/2015
2014,10,104.9,16/01/2015
