Annee,Mois,Valeur,Date parution au JO
2020,8,117.3,20/11/2020
2020,7,117.3,16/10/2020
2020,6,117.3,16/09/2020
2020,5,117.1,23/08/2020
2020,4,117.1,17/07/2020
2020,3,117.3,19/06/2020
2020,2,117.4,16/05/2020
2020,1,117.1,14/05/2020
2019,12,116.3,21/03/2020
2019,11,116.1,15/02/2020
2019,10,116.2,17/01/2020
2019,9,115.8,20/12/2019
2019,8,115.9,16/11/2019
2019,7,116.3,19/10/2019
2019,6,116.1,21/09/2019
2019,5,115.5,23/08/2019
2019,4,114.9,19/07/2019
2019,3,114.7,22/06/2019
2019,2,114.6,16/05/2019
2019,1,114.5,18/04/2019
2018,12,113.6,23/03/2019
2018,11,113.3,19/02/2019
2018,10,113.4,19/01/2019
2018,9,113.0,21/12/2018
2018,8,113.2,15/11/2018
2018,7,113.1,12/10/2018
2018,6,112.8,15/09/2018
2018,5,112.6,17/08/2018
2018,4,112.4,17/07/2018
2018,3,112.3,27/06/2018
2018,2,112.3,16/05/2018
2018,1,112.4,03/05/2018
2017,12,111.8,22/03/2018
2017,11,111.7,21/02/2018
2017,10,111.7,17/01/2018
2017,9,111.6,22/12/2017
2017,8,111.3,15/11/2017
2017,7,111.2,13/10/2017
2017,6,111.3,16/09/2017
2017,5,111.2,11/08/2017
2017,4,111.4,16/07/2017
2017,3,111.3,05/07/2017
2017,2,111.0,14/05/2017
2017,1,111.0,15/04/2017
2016,12,110.1,21/03/2017
2016,11,109.9,15/02/2017
2016,10,109.9,14/01/2017
2016,9,109.8,21/12/2016
2016,8,109.5,17/11/2016
2016,7,109.8,13/10/2016
2016,6,109.5,21/09/2016
2016,5,109.1,13/08/2016
2016,4,108.9,14/07/2016
2016,3,108.8,22/06/2016
2016,2,108.8,15/05/2016
2016,1,108.9,14/04/2016
2015,12,108.8,24/03/2016
2015,11,108.7,14/02/2016
2015,10,108.8,16/01/2016
2015,9,108.7,23/12/2015
2015,8,109.0,21/11/2015
2015,7,108.7,16/10/2015
2015,6,109.0,20/09/2015
2015,5,108.6,18/08/2015
2015,4,108.0,26/07/2015
2015,3,107.9,20/06/2015
2015,2,108.2,17/05/2015
2015,1,108.1,18/04/2015
2014,12,107.2,15/03/2015
2014,11,107.2,15/02/2015
2014,10,107.4,16/01/2015
