Annee,Mois,Valeur,Date parution au JO
2020,8,115.1,20/11/2020
2020,7,115.1,16/10/2020
2020,6,114.9,16/09/2020
2020,5,114.9,23/08/2020
2020,4,114.6,17/07/2020
2020,3,115.0,19/06/2020
2020,2,115.2,16/05/2020
2020,1,115.3,14/05/2020
2019,12,114.8,21/03/2020
2019,11,114.2,15/02/2020
2019,10,114.0,17/01/2020
2019,9,113.8,20/12/2019
2019,8,114.0,16/11/2019
2019,7,114.1,19/10/2019
2019,6,113.7,21/09/2019
2019,5,113.6,23/08/2019
2019,4,113.5,19/07/2019
2019,3,112.7,22/06/2019
2019,2,112.4,16/05/2019
2019,1,112.3,18/04/2019
2018,12,112.5,23/03/2019
2018,11,112.2,19/02/2019
2018,10,111.6,19/01/2019
2018,9,111.1,21/12/2018
2018,8,111.5,15/11/2018
2018,7,111.3,12/10/2018
2018,6,110.4,15/09/2018
2018,5,110.6,17/08/2018
2018,4,109.9,17/07/2018
2018,3,109.9,27/06/2018
2018,2,109.7,16/05/2018
2018,1,109.4,03/05/2018
2017,12,109.0,22/03/2018
2017,11,108.7,21/02/2018
2017,10,108.5,17/01/2018
2017,9,108.0,22/12/2017
2017,8,108.2,15/11/2017
2017,7,108.0,13/10/2017
2017,6,107.6,16/09/2017
2017,5,107.6,11/08/2017
2017,4,107.7,16/07/2017
2017,3,107.7,05/07/2017
2017,2,107.5,14/05/2017
2017,1,107.6,15/04/2017
2016,12,107.0,21/03/2017
2016,11,106.4,15/02/2017
2016,10,106.1,14/01/2017
2016,9,105.9,21/12/2016
2016,8,105.8,17/11/2016
2016,7,106.0,13/10/2016
2016,6,105.9,21/09/2016
2016,5,105.5,13/08/2016
2016,4,105.1,14/07/2016
2016,3,104.9,22/06/2016
2016,2,104.6,15/05/2016
2016,1,104.9,14/04/2016
2015,12,104.8,24/03/2016
2015,11,104.7,14/02/2016
2015,10,104.6,16/01/2016
2015,9,104.7,23/12/2015
2015,8,104.8,21/11/2015
2015,7,105.1,16/10/2015
2015,6,105.3,20/09/2015
2015,5,105.2,18/08/2015
2015,4,105.4,26/07/2015
2015,3,105.1,20/06/2015
2015,2,105.1,17/05/2015
2015,1,105.3,18/04/2015
2014,12,105.2,15/03/2015
2014,11,105.2,15/02/2015
2014,10,105.5,16/01/2015
