Annee,Mois,Valeur,Date parution au JO
2020,8,107.6,20/11/2020
2020,7,106.7,16/10/2020
2020,6,106.5,16/09/2020
2020,5,107.2,23/08/2020
2020,4,106.4,17/07/2020
2020,3,107.0,19/06/2020
2020,2,107.2,16/05/2020
2020,1,107.6,14/05/2020
2019,12,107.2,21/03/2020
2019,11,108.0,15/02/2020
2019,10,108.5,17/01/2020
2019,9,109.3,20/12/2019
2019,8,109.8,16/11/2019
2019,7,109.5,19/10/2019
2019,6,109.9,21/09/2019
2019,5,110.6,23/08/2019
2019,4,111.1,19/07/2019
2019,3,110.4,22/06/2019
2019,2,110.1,16/05/2019
2019,1,110.2,18/04/2019
2018,12,110.5,23/03/2019
2018,11,110.0,19/02/2019
2018,10,109.8,19/01/2019
2018,9,109.5,21/12/2018
2018,8,110.0,15/11/2018
2018,7,110.0,12/10/2018
2018,6,110.1,15/09/2018
2018,5,110.4,17/08/2018
2018,4,109.6,17/07/2018
2018,3,109.9,27/06/2018
2018,2,109.6,16/05/2018
2018,1,109.9,03/05/2018
2017,12,108.5,22/03/2018
2017,11,107.9,21/02/2018
2017,10,108.2,17/01/2018
2017,9,107.8,22/12/2017
2017,8,107.8,15/11/2017
2017,7,108.0,13/10/2017
2017,6,107.5,16/09/2017
2017,5,107.7,11/08/2017
2017,4,107.8,16/07/2017
2017,3,107.4,05/07/2017
2017,2,106.6,14/05/2017
2017,1,105.5,15/04/2017
2016,12,104.8,21/03/2017
2016,11,103.4,15/02/2017
2016,10,103.0,14/01/2017
2016,9,103.1,21/12/2016
2016,8,102.5,17/11/2016
2016,7,101.7,13/10/2016
2016,6,101.1,21/09/2016
2016,5,99.5,13/08/2016
2016,4,98.9,14/07/2016
2016,3,98.4,22/06/2016
2016,2,98.3,15/05/2016
2016,1,98.5,14/04/2016
2015,12,99.4,24/03/2016
2015,11,99.9,14/02/2016
2015,10,100.6,16/01/2016
2015,9,101.1,23/12/2015
2015,8,101.9,21/11/2015
2015,7,101.9,16/10/2015
2015,6,102.2,20/09/2015
2015,5,102.6,18/08/2015
2015,4,102.5,26/07/2015
2015,3,102.3,20/06/2015
2015,2,101.9,17/05/2015
2015,1,102.0,18/04/2015
2014,12,102.2,15/03/2015
2014,11,102.4,15/02/2015
2014,10,102.7,16/01/2015
