Annee,Mois,Valeur,Date parution au JO
2020,8,112.7,20/11/2020
2020,7,112.5,16/10/2020
2020,6,112.0,16/09/2020
2020,5,111.9,23/08/2020
2020,4,112.0,17/07/2020
2020,3,112.3,19/06/2020
2020,2,112.4,16/05/2020
2020,1,112.5,14/05/2020
2019,12,112.5,21/03/2020
2019,11,112.1,15/02/2020
2019,10,111.9,17/01/2020
2019,9,112.1,20/12/2019
2019,8,112.2,16/11/2019
2019,7,112.1,19/10/2019
2019,6,111.7,21/09/2019
2019,5,111.9,23/08/2019
2019,4,111.8,19/07/2019
2019,3,111.2,22/06/2019
2019,2,111.0,16/05/2019
2019,1,110.8,18/04/2019
2018,12,110.9,23/03/2019
2018,11,110.6,19/02/2019
2018,10,110.5,19/01/2019
2018,9,110.0,21/12/2018
2018,8,110.3,15/11/2018
2018,7,110.1,12/10/2018
2018,6,110.0,15/09/2018
2018,5,109.9,17/08/2018
2018,4,109.4,17/07/2018
2018,3,109.5,27/06/2018
2018,2,109.2,16/05/2018
2018,1,109.1,03/05/2018
2017,12,108.6,22/03/2018
2017,11,108.5,21/02/2018
2017,10,108.3,17/01/2018
2017,9,108.0,22/12/2017
2017,8,107.8,15/11/2017
2017,7,107.5,13/10/2017
2017,6,107.1,16/09/2017
2017,5,107.2,11/08/2017
2017,4,107.4,16/07/2017
2017,3,107.2,05/07/2017
2017,2,106.8,14/05/2017
2017,1,106.4,15/04/2017
2016,12,106.0,21/03/2017
2016,11,105.4,15/02/2017
2016,10,105.1,14/01/2017
2016,9,105.1,21/12/2016
2016,8,104.9,17/11/2016
2016,7,104.8,13/10/2016
2016,6,104.6,21/09/2016
2016,5,103.9,13/08/2016
2016,4,103.7,14/07/2016
2016,3,103.2,22/06/2016
2016,2,103.1,15/05/2016
2016,1,103.4,14/04/2016
2015,12,103.8,24/03/2016
2015,11,103.9,14/02/2016
2015,10,104.1,16/01/2016
2015,9,104.2,23/12/2015
2015,8,104.8,21/11/2015
2015,7,105.1,16/10/2015
2015,6,105.2,20/09/2015
2015,5,105.1,18/08/2015
2015,4,104.6,26/07/2015
2015,3,104.5,20/06/2015
2015,2,104.0,17/05/2015
2015,1,104.1,18/04/2015
2014,12,104.8,15/03/2015
2014,11,104.8,15/02/2015
2014,10,105.1,16/01/2015
