Annee,Mois,Valeur,Date parution au JO
2020,8,107.5,20/11/2020
2020,7,107.3,16/10/2020
2020,6,107.3,16/09/2020
2020,5,107.4,23/08/2020
2020,4,107.4,17/07/2020
2020,3,107.8,19/06/2020
2020,2,108.7,16/05/2020
2020,1,108.8,14/05/2020
2019,12,109.3,21/03/2020
2019,11,108.8,15/02/2020
2019,10,108.8,17/01/2020
2019,9,108.4,20/12/2019
2019,8,108.2,16/11/2019
2019,7,108.4,19/10/2019
2019,6,108.2,21/09/2019
2019,5,108.6,23/08/2019
2019,4,108.6,19/07/2019
2019,3,108.5,22/06/2019
2019,2,108.1,16/05/2019
2019,1,107.6,18/04/2019
2018,12,107.6,23/03/2019
2018,11,107.8,19/02/2019
2018,10,108.1,19/01/2019
2018,9,108.0,21/12/2018
2018,8,107.8,15/11/2018
2018,7,107.5,12/10/2018
2018,6,107.8,15/09/2018
2018,5,107.7,17/08/2018
2018,4,106.7,17/07/2018
2018,3,107.1,27/06/2018
2018,2,106.4,16/05/2018
2018,1,107.2,03/05/2018
2017,12,105.0,22/03/2018
2017,11,105.0,21/02/2018
2017,10,105.0,17/01/2018
2017,9,104.7,22/12/2017
2017,8,104.5,15/11/2017
2017,7,104.4,13/10/2017
2017,6,104.1,16/09/2017
2017,5,104.4,11/08/2017
2017,4,104.8,16/07/2017
2017,3,104.7,05/07/2017
2017,2,104.5,14/05/2017
2017,1,104.0,15/04/2017
2016,12,103.8,21/03/2017
2016,11,103.2,15/02/2017
2016,10,103.3,14/01/2017
2016,9,102.7,21/12/2016
2016,8,102.6,17/11/2016
2016,7,102.6,13/10/2016
2016,6,102.8,21/09/2016
2016,5,102.6,13/08/2016
2016,4,102.0,14/07/2016
2016,3,102.3,22/06/2016
2016,2,101.7,15/05/2016
2016,1,101.6,14/04/2016
2015,12,101.6,24/03/2016
2015,11,102.7,14/02/2016
2015,10,102.6,16/01/2016
2015,9,102.7,23/12/2015
2015,8,102.7,21/11/2015
2015,7,103.2,16/10/2015
2015,6,103.7,20/09/2015
2015,5,103.9,18/08/2015
2015,4,103.7,26/07/2015
2015,3,103.7,20/06/2015
2015,2,103.0,17/05/2015
2015,1,102.3,18/04/2015
2014,12,101.3,15/03/2015
2014,11,103.0,15/02/2015
2014,10,103.3,16/01/2015
