Annee,Mois,Valeur,Date parution au JO
2020,8,115.1,20/11/2020
2020,7,114.9,16/10/2020
2020,6,114.6,16/09/2020
2020,5,114.8,23/08/2020
2020,4,115.0,17/07/2020
2020,3,115.7,19/06/2020
2020,2,116.2,16/05/2020
2020,1,116.3,14/05/2020
2019,12,116.1,21/03/2020
2019,11,115.9,15/02/2020
2019,10,115.9,17/01/2020
2019,9,115.9,20/12/2019
2019,8,115.9,16/11/2019
2019,7,115.7,19/10/2019
2019,6,115.1,21/09/2019
2019,5,115.0,23/08/2019
2019,4,114.6,19/07/2019
2019,3,114.3,22/06/2019
2019,2,113.8,16/05/2019
2019,1,113.5,18/04/2019
2018,12,113.2,23/03/2019
2018,11,113.5,19/02/2019
2018,10,113.6,19/01/2019
2018,9,113.3,21/12/2018
2018,8,113.5,15/11/2018
2018,7,113.0,12/10/2018
2018,6,112.6,15/09/2018
2018,5,112.3,17/08/2018
2018,4,111.9,17/07/2018
2018,3,111.7,27/06/2018
2018,2,111.1,16/05/2018
2018,1,111.2,03/05/2018
2017,12,110.3,22/03/2018
2017,11,110.1,21/02/2018
2017,10,109.8,17/01/2018
2017,9,109.7,22/12/2017
2017,8,109.9,15/11/2017
2017,7,109.4,13/10/2017
2017,6,109.0,16/09/2017
2017,5,109.1,11/08/2017
2017,4,109.1,16/07/2017
2017,3,109.2,05/07/2017
2017,2,109.0,14/05/2017
2017,1,108.8,15/04/2017
2016,12,108.3,21/03/2017
2016,11,107.8,15/02/2017
2016,10,107.7,14/01/2017
2016,9,107.4,21/12/2016
2016,8,107.6,17/11/2016
2016,7,107.5,13/10/2016
2016,6,107.2,21/09/2016
2016,5,106.7,13/08/2016
2016,4,106.2,14/07/2016
2016,3,106.0,22/06/2016
2016,2,105.6,15/05/2016
2016,1,105.5,14/04/2016
2015,12,105.7,24/03/2016
2015,11,106.0,14/02/2016
2015,10,105.9,16/01/2016
2015,9,106.0,23/12/2015
2015,8,106.6,21/11/2015
2015,7,106.9,16/10/2015
2015,6,106.9,20/09/2015
2015,5,106.9,18/08/2015
2015,4,106.7,26/07/2015
2015,3,106.7,20/06/2015
2015,2,106.4,17/05/2015
2015,1,105.8,18/04/2015
2014,12,106.0,15/03/2015
2014,11,106.6,15/02/2015
2014,10,106.9,16/01/2015
