Annee,Mois,Valeur,Date parution au JO
2020,8,109.4,20/11/2020
2020,7,109.1,16/10/2020
2020,6,109.4,16/09/2020
2020,5,109.7,23/08/2020
2020,4,111.2,17/07/2020
2020,3,110.7,19/06/2020
2020,2,110.9,16/05/2020
2020,1,111.1,14/05/2020
2019,12,110.6,21/03/2020
2019,11,111.0,15/02/2020
2019,10,111.9,17/01/2020
2019,9,114.2,20/12/2019
2019,8,111.6,16/11/2019
2019,7,115.4,19/10/2019
2019,6,113.1,21/09/2019
2019,5,112.8,23/08/2019
2019,4,114.2,19/07/2019
2019,3,114.3,22/06/2019
2019,2,114.8,16/05/2019
2019,1,115.0,18/04/2019
2018,12,113.6,23/03/2019
2018,11,114.4,19/02/2019
2018,10,113.5,19/01/2019
2018,9,113.5,21/12/2018
2018,8,113.8,15/11/2018
2018,7,115.6,12/10/2018
2018,6,115.3,15/09/2018
2018,5,113.5,17/08/2018
2018,4,113.8,17/07/2018
2018,3,113.7,27/06/2018
2018,2,111.3,16/05/2018
2018,1,110.5,03/05/2018
2017,12,108.7,22/03/2018
2017,11,107.4,21/02/2018
2017,10,107.1,17/01/2018
2017,9,105.2,22/12/2017
2017,8,105.1,15/11/2017
2017,7,105.8,13/10/2017
2017,6,105.3,16/09/2017
2017,5,104.5,11/08/2017
2017,4,103.4,16/07/2017
2017,3,102.8,05/07/2017
2017,2,102.8,14/05/2017
2017,1,101.1,15/04/2017
2016,12,100.8,21/03/2017
2016,11,99.8,15/02/2017
2016,10,99.0,14/01/2017
2016,9,100.9,21/12/2016
2016,8,100.7,17/11/2016
2016,7,101.5,13/10/2016
2016,6,100.6,21/09/2016
2016,5,99.8,13/08/2016
2016,4,99.3,14/07/2016
2016,3,99.0,22/06/2016
2016,2,99.0,15/05/2016
2016,1,98.8,14/04/2016
2015,12,98.8,24/03/2016
2015,11,99.8,14/02/2016
2015,10,100.2,16/01/2016
2015,9,100.0,23/12/2015
2015,8,100.6,21/11/2015
2015,7,101.7,16/10/2015
2015,6,101.8,20/09/2015
2015,5,101.7,18/08/2015
2015,4,101.8,26/07/2015
2015,3,101.8,20/06/2015
2015,2,100.7,17/05/2015
2015,1,100.6,18/04/2015
2014,12,100.5,15/03/2015
2014,11,101.6,15/02/2015
2014,10,101.8,16/01/2015
