Annee,Mois,Valeur,Date parution au JO
2020,8,106.2,20/11/2020
2020,7,106.5,16/10/2020
2020,6,100.9,16/09/2020
2020,5,97.8,23/08/2020
2020,4,98.3,17/07/2020
2020,3,106.8,19/06/2020
2020,2,109.5,16/05/2020
2020,1,107.7,14/05/2020
2019,12,103.2,21/03/2020
2019,11,104.3,15/02/2020
2019,10,108.2,17/01/2020
2019,9,107.3,20/12/2019
2019,8,109.9,16/11/2019
2019,7,110.0,19/10/2019
2019,6,111.2,21/09/2019
2019,5,112.5,23/08/2019
2019,4,111.5,19/07/2019
2019,3,110.4,22/06/2019
2019,2,106.9,16/05/2019
2019,1,105.1,18/04/2019
2018,12,108.9,23/03/2019
2018,11,113.7,19/02/2019
2018,10,111.7,19/01/2019
2018,9,110.1,21/12/2018
2018,8,109.8,15/11/2018
2018,7,109.0,12/10/2018
2018,6,108.3,15/09/2018
2018,5,103.5,17/08/2018
2018,4,101.0,17/07/2018
2018,3,100.1,27/06/2018
2018,2,100.8,16/05/2018
2018,1,100.7,03/05/2018
2017,12,99.8,22/03/2018
2017,11,98.4,21/02/2018
2017,10,97.4,17/01/2018
2017,9,96.4,22/12/2017
2017,8,95.8,15/11/2017
2017,7,95.7,13/10/2017
2017,6,95.9,16/09/2017
2017,5,96.9,11/08/2017
2017,4,96.2,16/07/2017
2017,3,97.7,05/07/2017
2017,2,98.4,14/05/2017
2017,1,98.6,15/04/2017
2016,12,94.3,21/03/2017
2016,11,93.1,15/02/2017
2016,10,91.6,14/01/2017
2016,9,90.2,21/12/2016
2016,8,89.5,17/11/2016
2016,7,89.8,13/10/2016
2016,6,88.6,21/09/2016
2016,5,85.4,13/08/2016
2016,4,83.7,14/07/2016
2016,3,82.8,22/06/2016
2016,2,82.6,15/05/2016
2016,1,83.2,14/04/2016
2015,12,86.2,24/03/2016
2015,11,87.8,14/02/2016
2015,10,88.4,16/01/2016
2015,9,89.2,23/12/2015
2015,8,93.0,21/11/2015
2015,7,95.7,16/10/2015
2015,6,97.4,20/09/2015
2015,5,96.0,18/08/2015
2015,4,94.6,26/07/2015
2015,3,94.3,20/06/2015
2015,2,92.2,17/05/2015
2015,1,92.5,18/04/2015
2014,12,99.3,15/03/2015
2014,11,104.7,15/02/2015
2014,10,108.6,16/01/2015
