Annee,Mois,Valeur,Date parution au JO
2020,8,107.7,20/11/2020
2020,7,107.9,16/10/2020
2020,6,107.6,16/09/2020
2020,5,107.5,23/08/2020
2020,4,107.8,17/07/2020
2020,3,108.3,19/06/2020
2020,2,108.3,16/05/2020
2020,1,108.4,14/05/2020
2019,12,108.7,21/03/2020
2019,11,108.9,15/02/2020
2019,10,108.9,17/01/2020
2019,9,109.1,20/12/2019
2019,8,108.8,16/11/2019
2019,7,108.8,19/10/2019
2019,6,109.4,21/09/2019
2019,5,109.5,23/08/2019
2019,4,109.7,19/07/2019
2019,3,108.9,22/06/2019
2019,2,108.3,16/05/2019
2019,1,108.4,18/04/2019
2018,12,107.1,23/03/2019
2018,11,108.7,19/02/2019
2018,10,108.4,19/01/2019
2018,9,109.3,21/12/2018
2018,8,109.1,15/11/2018
2018,7,108.9,12/10/2018
2018,6,108.7,15/09/2018
2018,5,107.7,17/08/2018
2018,4,108.0,17/07/2018
2018,3,106.8,27/06/2018
2018,2,106.7,16/05/2018
2018,1,106.5,03/05/2018
2017,12,105.8,22/03/2018
2017,11,105.5,21/02/2018
2017,10,105.7,17/01/2018
2017,9,105.1,22/12/2017
2017,8,105.2,15/11/2017
2017,7,105.6,13/10/2017
2017,6,105.6,16/09/2017
2017,5,105.1,11/08/2017
2017,4,105.1,16/07/2017
2017,3,105.5,05/07/2017
2017,2,105.2,14/05/2017
2017,1,104.8,15/04/2017
2016,12,104.3,21/03/2017
2016,11,104.1,15/02/2017
2016,10,104.4,14/01/2017
2016,9,103.5,21/12/2016
2016,8,102.2,17/11/2016
2016,7,102.1,13/10/2016
2016,6,103.3,21/09/2016
2016,5,102.8,13/08/2016
2016,4,103.1,14/07/2016
2016,3,103.0,22/06/2016
2016,2,103.6,15/05/2016
2016,1,103.7,14/04/2016
2015,12,103.2,24/03/2016
2015,11,103.0,14/02/2016
2015,10,103.6,16/01/2016
2015,9,103.8,23/12/2015
2015,8,104.1,21/11/2015
2015,7,104.3,16/10/2015
2015,6,104.8,20/09/2015
2015,5,104.8,18/08/2015
2015,4,105.4,26/07/2015
2015,3,105.4,20/06/2015
2015,2,104.7,17/05/2015
2015,1,105.4,18/04/2015
2014,12,105.7,15/03/2015
2014,11,105.9,15/02/2015
2014,10,106.5,16/01/2015
