Annee,Mois,Valeur,Date parution au JO
2020,8,115.3,20/11/2020
2020,7,115.0,16/10/2020
2020,6,114.8,16/09/2020
2020,5,114.6,23/08/2020
2020,4,114.6,17/07/2020
2020,3,114.7,19/06/2020
2020,2,114.8,16/05/2020
2020,1,114.6,14/05/2020
2019,12,114.6,21/03/2020
2019,11,114.3,15/02/2020
2019,10,114.1,17/01/2020
2019,9,114.0,20/12/2019
2019,8,114.1,16/11/2019
2019,7,113.9,19/10/2019
2019,6,113.8,21/09/2019
2019,5,113.6,23/08/2019
2019,4,113.4,19/07/2019
2019,3,113.0,22/06/2019
2019,2,112.8,16/05/2019
2019,1,112.6,18/04/2019
2018,12,112.4,23/03/2019
2018,11,112.2,19/02/2019
2018,10,112.1,19/01/2019
2018,9,111.8,21/12/2018
2018,8,111.9,15/11/2018
2018,7,111.6,12/10/2018
2018,6,111.3,15/09/2018
2018,5,111.2,17/08/2018
2018,4,111.0,17/07/2018
2018,3,110.6,27/06/2018
2018,2,110.3,16/05/2018
2018,1,110.1,03/05/2018
2017,12,109.7,22/03/2018
2017,11,109.5,21/02/2018
2017,10,109.4,17/01/2018
2017,9,109.1,22/12/2017
2017,8,109.2,15/11/2017
2017,7,108.9,13/10/2017
2017,6,108.6,16/09/2017
2017,5,108.5,11/08/2017
2017,4,108.5,16/07/2017
2017,3,108.4,05/07/2017
2017,2,108.2,14/05/2017
2017,1,108.1,15/04/2017
2016,12,107.7,21/03/2017
2016,11,107.3,15/02/2017
2016,10,107.2,14/01/2017
2016,9,107.0,21/12/2016
2016,8,107.0,17/11/2016
2016,7,106.9,13/10/2016
2016,6,106.8,21/09/2016
2016,5,106.3,13/08/2016
2016,4,106.0,14/07/2016
2016,3,105.8,22/06/2016
2016,2,105.7,15/05/2016
2016,1,105.7,14/04/2016
2015,12,105.8,24/03/2016
2015,11,105.7,14/02/2016
2015,10,105.8,16/01/2016
2015,9,105.9,23/12/2015
2015,8,106.2,21/11/2015
2015,7,106.3,16/10/2015
2015,6,106.2,20/09/2015
2015,5,106.1,18/08/2015
2015,4,106.0,26/07/2015
2015,3,105.9,20/06/2015
2015,2,105.9,17/05/2015
2015,1,105.7,18/04/2015
2014,12,106.1,15/03/2015
2014,11,106.1,15/02/2015
2014,10,106.3,16/01/2015
