Annee,Mois,Valeur,Date parution au JO
2020,8,107.1,20/11/2020
2020,7,105.7,16/10/2020
2020,6,105.8,16/09/2020
2020,5,105.3,23/08/2020
2020,4,106.0,17/07/2020
2020,3,106.8,19/06/2020
2020,2,106.8,16/05/2020
2020,1,106.9,14/05/2020
2019,12,107.6,21/03/2020
2019,11,107.3,15/02/2020
2019,10,107.0,17/01/2020
2019,9,106.8,20/12/2019
2019,8,106.7,16/11/2019
2019,7,106.7,19/10/2019
2019,6,106.7,21/09/2019
2019,5,106.9,23/08/2019
2019,4,106.5,19/07/2019
2019,3,106.2,22/06/2019
2019,2,106.0,16/05/2019
2019,1,105.9,18/04/2019
2018,12,106.0,23/03/2019
2018,11,106.1,19/02/2019
2018,10,106.5,19/01/2019
2018,9,106.3,21/12/2018
2018,8,105.8,15/11/2018
2018,7,105.7,12/10/2018
2018,6,105.6,15/09/2018
2018,5,105.5,17/08/2018
2018,4,105.2,17/07/2018
2018,3,105.0,27/06/2018
2018,2,104.9,16/05/2018
2018,1,105.0,03/05/2018
2017,12,104.4,22/03/2018
2017,11,104.6,21/02/2018
2017,10,104.5,17/01/2018
2017,9,104.9,22/12/2017
2017,8,104.7,15/11/2017
2017,7,104.7,13/10/2017
2017,6,104.5,16/09/2017
2017,5,104.7,11/08/2017
2017,4,104.8,16/07/2017
2017,3,104.8,05/07/2017
2017,2,105.6,14/05/2017
2017,1,105.4,15/04/2017
2016,12,105.2,21/03/2017
2016,11,105.1,15/02/2017
2016,10,105.0,14/01/2017
2016,9,104.8,21/12/2016
2016,8,104.9,17/11/2016
2016,7,104.1,13/10/2016
2016,6,104.2,21/09/2016
2016,5,103.8,13/08/2016
2016,4,103.5,14/07/2016
2016,3,103.6,22/06/2016
2016,2,103.5,15/05/2016
2016,1,103.4,14/04/2016
2015,12,103.8,24/03/2016
2015,11,103.9,14/02/2016
2015,10,103.9,16/01/2016
2015,9,103.8,23/12/2015
2015,8,104.0,21/11/2015
2015,7,104.2,16/10/2015
2015,6,104.4,20/09/2015
2015,5,104.4,18/08/2015
2015,4,104.2,26/07/2015
2015,3,104.2,20/06/2015
2015,2,103.6,17/05/2015
2015,1,103.3,18/04/2015
2014,12,103.9,15/03/2015
2014,11,104.1,15/02/2015
2014,10,104.4,16/01/2015
