Annee,Mois,Valeur,Date parution au JO
2020,8,113.3,20/11/2020
2020,7,114.2,16/10/2020
2020,6,113.7,16/09/2020
2020,5,113.7,23/08/2020
2020,4,112.7,17/07/2020
2020,3,113.8,19/06/2020
2020,2,113.5,16/05/2020
2020,1,112.5,14/05/2020
2019,12,112.9,21/03/2020
2019,11,112.4,15/02/2020
2019,10,112.6,17/01/2020
2019,9,112.8,20/12/2019
2019,8,113.4,16/11/2019
2019,7,112.8,19/10/2019
2019,6,112.9,21/09/2019
2019,5,113.1,23/08/2019
2019,4,113.0,19/07/2019
2019,3,113.1,22/06/2019
2019,2,112.9,16/05/2019
2019,1,111.7,18/04/2019
2018,12,111.1,23/03/2019
2018,11,111.8,19/02/2019
2018,10,111.6,19/01/2019
2018,9,112.1,21/12/2018
2018,8,112.0,15/11/2018
2018,7,112.2,12/10/2018
2018,6,111.7,15/09/2018
2018,5,112.1,17/08/2018
2018,4,110.9,17/07/2018
2018,3,111.5,27/06/2018
2018,2,111.1,16/05/2018
2018,1,110.5,03/05/2018
2017,12,109.8,22/03/2018
2017,11,109.4,21/02/2018
2017,10,109.7,17/01/2018
2017,9,109.3,22/12/2017
2017,8,109.5,15/11/2017
2017,7,108.9,13/10/2017
2017,6,108.6,16/09/2017
2017,5,108.9,11/08/2017
2017,4,108.8,16/07/2017
2017,3,108.3,05/07/2017
2017,2,108.9,14/05/2017
2017,1,108.2,15/04/2017
2016,12,108.0,21/03/2017
2016,11,107.2,15/02/2017
2016,10,107.5,14/01/2017
2016,9,107.2,21/12/2016
2016,8,106.6,17/11/2016
2016,7,107.1,13/10/2016
2016,6,106.9,21/09/2016
2016,5,106.8,13/08/2016
2016,4,106.7,14/07/2016
2016,3,106.3,22/06/2016
2016,2,106.4,15/05/2016
2016,1,106.2,14/04/2016
2015,12,105.9,24/03/2016
2015,11,106.3,14/02/2016
2015,10,105.9,16/01/2016
2015,9,106.5,23/12/2015
2015,8,105.9,21/11/2015
2015,7,106.2,16/10/2015
2015,6,106.7,20/09/2015
2015,5,106.6,18/08/2015
2015,4,106.4,26/07/2015
2015,3,106.3,20/06/2015
2015,2,106.4,17/05/2015
2015,1,106.2,18/04/2015
2014,12,105.3,15/03/2015
2014,11,106.0,15/02/2015
2014,10,106.4,16/01/2015
