Annee,Mois,Valeur,Date parution au JO
2020,8,120.8,20/11/2020
2020,7,120.8,16/10/2020
2020,6,120.4,16/09/2020
2020,5,120.0,23/08/2020
2020,4,120.4,17/07/2020
2020,3,120.7,19/06/2020
2020,2,120.8,16/05/2020
2020,1,121.1,14/05/2020
2019,12,120.9,21/03/2020
2019,11,120.6,15/02/2020
2019,10,120.1,17/01/2020
2019,9,120.0,20/12/2019
2019,8,120.4,16/11/2019
2019,7,120.4,19/10/2019
2019,6,120.2,21/09/2019
2019,5,119.7,23/08/2019
2019,4,119.7,19/07/2019
2019,3,119.3,22/06/2019
2019,2,119.4,16/05/2019
2019,1,118.7,18/04/2019
2018,12,118.4,23/03/2019
2018,11,118.0,19/02/2019
2018,10,117.9,19/01/2019
2018,9,117.3,21/12/2018
2018,8,117.0,15/11/2018
2018,7,117.0,12/10/2018
2018,6,116.6,15/09/2018
2018,5,116.3,17/08/2018
2018,4,116.3,17/07/2018
2018,3,113.8,27/06/2018
2018,2,113.6,16/05/2018
2018,1,113.3,03/05/2018
2017,12,112.8,22/03/2018
2017,11,112.6,21/02/2018
2017,10,112.5,17/01/2018
2017,9,112.4,22/12/2017
2017,8,112.4,15/11/2017
2017,7,111.9,13/10/2017
2017,6,111.5,16/09/2017
2017,5,111.2,11/08/2017
2017,4,110.9,16/07/2017
2017,3,110.7,05/07/2017
2017,2,109.7,14/05/2017
2017,1,111.0,15/04/2017
2016,12,109.8,21/03/2017
2016,11,109.5,15/02/2017
2016,10,109.6,14/01/2017
2016,9,109.0,21/12/2016
2016,8,109.4,17/11/2016
2016,7,109.7,13/10/2016
2016,6,109.7,21/09/2016
2016,5,108.6,13/08/2016
2016,4,107.7,14/07/2016
2016,3,107.6,22/06/2016
2016,2,108.3,15/05/2016
2016,1,108.4,14/04/2016
2015,12,108.5,24/03/2016
2015,11,108.2,14/02/2016
2015,10,108.0,16/01/2016
2015,9,107.1,23/12/2015
2015,8,107.2,21/11/2015
2015,7,106.9,16/10/2015
2015,6,106.6,20/09/2015
2015,5,106.5,18/08/2015
2015,4,106.6,26/07/2015
2015,3,106.6,20/06/2015
2015,2,106.7,17/05/2015
2015,1,107.0,18/04/2015
2014,12,106.9,15/03/2015
2014,11,105.8,15/02/2015
2014,10,105.9,16/01/2015
