Annee,Mois,Valeur,Date parution au JO
2020,8,108.3,20/11/2020
2020,7,106.3,16/10/2020
2020,6,105.5,16/09/2020
2020,5,107.0,23/08/2020
2020,4,104.8,17/07/2020
2020,3,104.4,19/06/2020
2020,2,107.7,16/05/2020
2020,1,111.7,14/05/2020
2019,12,110.1,21/03/2020
