Annee,Mois,Valeur,Date parution au JO
2020,8,112.8,20/11/2020
2020,7,112.6,16/10/2020
2020,6,112.0,16/09/2020
2020,5,111.4,23/08/2020
2020,4,112.0,17/07/2020
2020,3,113.1,19/06/2020
2020,2,114.6,16/05/2020
2020,1,115.2,14/05/2020
2019,12,115.0,21/03/2020
2019,11,114.5,15/02/2020
2019,10,114.5,17/01/2020
2019,9,114.3,20/12/2019
2019,8,114.2,16/11/2019
2019,7,114.0,19/10/2019
2019,6,113.9,21/09/2019
2019,5,114.3,23/08/2019
2019,4,114.1,19/07/2019
2019,3,113.8,22/06/2019
2019,2,113.2,16/05/2019
2019,1,112.5,18/04/2019
2018,12,112.5,23/03/2019
2018,11,113.2,19/02/2019
2018,10,113.7,19/01/2019
2018,9,112.8,21/12/2018
2018,8,112.8,15/11/2018
2018,7,112.5,12/10/2018
2018,6,112.4,15/09/2018
2018,5,112.2,17/08/2018
2018,4,111.4,17/07/2018
2018,3,110.7,27/06/2018
2018,2,110.6,16/05/2018
2018,1,110.7,03/05/2018
2017,12,109.0,22/03/2018
2017,11,108.8,21/02/2018
2017,10,108.3,17/01/2018
2017,9,108.1,22/12/2017
2017,8,108.0,15/11/2017
2017,7,107.5,13/10/2017
2017,6,107.4,16/09/2017
2017,5,107.8,11/08/2017
2017,4,108.2,16/07/2017
2017,3,108.2,05/07/2017
2017,2,108.4,14/05/2017
2017,1,108.2,15/04/2017
2016,12,107.0,21/03/2017
2016,11,106.7,15/02/2017
2016,10,106.3,14/01/2017
2016,9,105.8,21/12/2016
2016,8,105.7,17/11/2016
2016,7,106.2,13/10/2016
2016,6,106.4,21/09/2016
2016,5,105.5,13/08/2016
2016,4,104.7,14/07/2016
2016,3,104.5,22/06/2016
2016,2,104.1,15/05/2016
2016,1,104.2,14/04/2016
2015,12,104.8,24/03/2016
2015,11,105.1,14/02/2016
2015,10,105.1,16/01/2016
2015,9,105.1,23/12/2015
2015,8,105.7,21/11/2015
2015,7,106.5,16/10/2015
2015,6,106.6,20/09/2015
2015,5,106.9,18/08/2015
2015,4,106.4,26/07/2015
2015,3,106.4,20/06/2015
2015,2,106.0,17/05/2015
2015,1,105.1,18/04/2015
2014,12,105.7,15/03/2015
2014,11,106.5,15/02/2015
2014,10,107.1,16/01/2015
