Annee,Mois,Valeur,Date parution au JO
2020,8,112.2,20/11/2020
2020,7,112.0,16/10/2020
2020,6,112.0,16/09/2020
2020,5,111.7,23/08/2020
2020,4,111.5,17/07/2020
2020,3,111.7,19/06/2020
2020,2,111.8,16/05/2020
2020,1,111.8,14/05/2020
2019,12,111.6,21/03/2020
2019,11,111.3,15/02/2020
2019,10,111.4,17/01/2020
2019,9,111.4,20/12/2019
2019,8,111.6,16/11/2019
2019,7,111.2,19/10/2019
2019,6,111.2,21/09/2019
2019,5,111.0,23/08/2019
2019,4,110.9,19/07/2019
2019,3,110.6,22/06/2019
2019,2,110.3,16/05/2019
2019,1,110.1,18/04/2019
2018,12,109.7,23/03/2019
2018,11,109.7,19/02/2019
2018,10,109.7,19/01/2019
2018,9,109.5,21/12/2018
2018,8,109.5,15/11/2018
2018,7,109.2,12/10/2018
2018,6,109.0,15/09/2018
2018,5,109.0,17/08/2018
2018,4,108.7,17/07/2018
2018,3,108.5,27/06/2018
2018,2,108.3,16/05/2018
2018,1,108.0,03/05/2018
2017,12,107.4,22/03/2018
2017,11,107.2,21/02/2018
2017,10,107.1,17/01/2018
2017,9,106.7,22/12/2017
2017,8,106.6,15/11/2017
2017,7,106.3,13/10/2017
2017,6,106.2,16/09/2017
2017,5,106.2,11/08/2017
2017,4,106.3,16/07/2017
2017,3,106.1,05/07/2017
2017,2,105.9,14/05/2017
2017,1,105.7,15/04/2017
2016,12,105.2,21/03/2017
2016,11,104.9,15/02/2017
2016,10,104.8,14/01/2017
2016,9,104.8,21/12/2016
2016,8,104.7,17/11/2016
2016,7,104.5,13/10/2016
2016,6,104.4,21/09/2016
2016,5,103.8,13/08/2016
2016,4,103.3,14/07/2016
2016,3,103.2,22/06/2016
2016,2,103.2,15/05/2016
2016,1,103.3,14/04/2016
2015,12,103.6,24/03/2016
2015,11,103.7,14/02/2016
2015,10,103.8,16/01/2016
2015,9,104.0,23/12/2015
2015,8,104.5,21/11/2015
2015,7,104.6,16/10/2015
2015,6,104.6,20/09/2015
2015,5,104.7,18/08/2015
2015,4,104.5,26/07/2015
2015,3,104.5,20/06/2015
2015,2,104.5,17/05/2015
2015,1,104.1,18/04/2015
2014,12,104.5,15/03/2015
2014,11,104.7,15/02/2015
2014,10,105.1,16/01/2015
